,circuit_id,package_price,tenure_month,pay_first,ipphone,tv_box,mobile,dl_speed,ul_speed,claims,active_status,Churn Risk
99726,7351J0306,590.0,66,0,0,0,0,1000,200,0,1,1
99727,5327J5180,700.0,107,0,0,0,0,1000,500,0,1,1
99728,3561J7098,400.0,95,0,0,0,0,400,400,0,1,1
99732,4463J8719,560.0,69,0,1,0,0,500,500,0,1,1
99733,3938J9138,590.0,52,0,1,0,0,500,500,0,1,1
99734,5577J7161,260.0,62,0,0,0,0,100,100,0,1,1
99735,5542J5548,490.0,95,0,0,0,0,500,500,0,1,1
99736,4247J1925,260.0,27,0,0,0,0,100,100,0,1,1
99737,3475J1046,490.0,42,0,0,0,0,500,500,0,1,1
99738,3223J5257,490.0,106,0,0,0,0,500,500,0,1,1
99739,4536J2522,260.0,51,0,0,0,0,100,100,0,1,1
99740,5542J0518,290.0,28,1,0,0,0,300,300,0,1,1
99741,3551J9700,260.0,42,0,0,0,0,100,100,1,1,1
99742,3222J7296,390.0,86,0,0,0,0,300,300,0,1,1
99745,7438J5814,590.0,90,0,0,0,0,250,250,0,1,1
99746,3854J7172,590.0,71,0,0,0,0,1000,200,1,1,1
99747,2527J5409,300.0,82,0,0,0,0,300,300,0,1,1
99748,4229J4015,390.0,52,0,0,0,0,300,300,0,1,1
99749,3867J4816,290.0,31,1,0,0,0,300,300,0,1,1
99751,4272J9690,260.0,63,0,0,0,0,100,100,5,1,1
99753,4365J1202,360.0,48,0,0,0,0,300,300,0,1,1
99757,3247J0383,490.0,40,0,0,0,0,500,500,0,1,1
99761,4459J1045,349.0,56,0,0,0,0,50,20,0,1,1
99762,3242J4538,590.0,74,0,0,0,0,1000,200,0,1,1
99763,2580J6115,300.0,99,0,0,0,0,300,300,0,1,1
99764,7734J0430,390.0,26,1,0,0,0,400,400,0,1,1
99770,3442J9909,590.0,84,0,0,0,0,1000,200,0,1,1
99771,3426J6055,290.0,30,1,0,0,0,300,300,0,1,1
99772,3721J2629,390.0,46,0,0,0,0,300,300,0,1,1
99775,7657J9353,390.0,25,1,0,0,0,400,400,0,1,1
99778,4247J0979,260.0,64,0,0,0,0,100,100,0,1,1
99785,4562J0350,260.0,35,0,0,0,0,100,100,0,1,1
99786,4248J3955,260.0,45,0,0,0,0,100,100,0,1,1
99788,4381J2257,360.0,62,0,0,0,0,300,300,0,1,1
99790,7743J7429,390.0,71,0,0,0,1,100,100,2,1,1
99791,4404J5168,260.0,37,0,0,0,0,100,100,0,1,1
99793,4422J1061,250.0,25,0,0,0,0,250,250,1,1,1
99794,4572J2828,360.0,24,0,0,0,0,300,300,0,1,1
99805,7544J8019,690.0,46,0,1,1,1,1000,300,0,1,1
99806,5327J3546,290.0,39,1,0,0,0,300,300,0,1,1
99812,5577J7131,360.0,62,0,0,0,0,300,300,0,1,1
99815,7553J8241,460.0,43,0,0,0,0,500,500,0,1,1
99817,4382J4264,290.0,25,1,0,0,0,300,300,0,1,1
99819,7755J4939,460.0,46,0,0,0,0,500,500,0,1,1
99822,3944J0861,490.0,21,1,0,0,0,600,600,0,1,1
99824,3256J5460,590.0,97,0,0,0,0,1000,200,20,1,1
99826,7728J0560,490.0,53,0,0,0,0,500,500,0,1,1
99832,4277J9700,590.0,57,0,0,0,0,250,250,0,1,1
99834,3226J9021,360.0,38,0,0,0,0,300,300,0,1,1
99840,4379J2779,260.0,23,0,0,0,0,100,100,0,1,1
99846,4567J2222,290.0,22,1,0,0,0,300,300,0,1,1
99847,3539J6769,390.0,38,0,0,0,0,300,300,0,1,1
99850,3721J2119,490.0,52,0,0,0,0,150,150,2,1,1
99851,5421J7617,590.0,29,0,0,0,0,1000,200,1,1,1
99853,7751J2596,690.0,31,0,1,1,1,1000,300,1,1,1
99854,3951J6100,590.0,101,0,0,0,0,1000,200,0,1,1
99857,5361J7809,250.0,64,0,0,0,0,250,100,0,1,1
99858,4250J3836,260.0,45,0,0,0,0,100,100,0,1,1
99859,5577J6214,260.0,75,0,0,0,0,100,100,0,1,1
99868,3551J8358,390.0,24,1,0,0,0,400,400,0,1,1
99869,7641J8527,590.0,62,0,1,0,0,500,500,0,1,1
99870,4561J4166,260.0,45,0,0,0,0,100,100,0,1,1
99871,4254J4159,290.0,21,1,0,0,0,300,300,0,1,1
99873,3269J0820,490.0,42,0,0,0,0,500,500,0,1,1
99875,3262J9224,290.0,46,1,0,0,0,300,300,0,1,1
99877,3228J5546,590.0,93,0,0,0,0,1000,200,0,1,1
99880,4351J0785,360.0,69,0,0,0,0,300,300,0,1,1
99881,4264J5138,260.0,32,0,0,0,0,100,100,0,1,1
99882,3431J4238,290.0,37,1,0,0,0,300,300,0,1,1
99884,3555J9480,460.0,33,0,0,0,0,500,500,0,1,1
99885,4463J9913,260.0,63,0,0,0,0,100,100,0,1,1
99892,4467J7560,260.0,70,0,0,0,0,100,100,0,1,1
99894,5500J8181,460.0,81,0,0,0,0,500,500,0,1,1
99896,4223J9982,260.0,32,0,0,0,0,100,100,0,1,1
99897,4325J8129,260.0,47,0,0,0,0,100,100,0,1,1
99903,3863J8285,490.0,51,0,0,0,0,500,500,0,1,1
99907,3475J6130,700.0,93,0,0,0,0,1000,500,0,1,1
99909,3738J6782,460.0,78,0,0,0,0,500,500,0,1,1
99910,2582J0899,390.0,69,0,0,0,0,30,15,0,1,1
99914,4448J1624,250.0,26,0,0,0,0,250,250,0,1,1
99918,3554J7990,590.0,74,0,0,0,0,250,250,0,1,1
99920,4544J7416,360.0,75,0,0,0,0,300,300,0,1,1
99921,3543J6486,460.0,72,0,0,0,0,500,500,0,1,1
99924,4548J2102,260.0,42,0,0,0,0,100,100,0,1,1
99926,4446J4287,260.0,35,0,0,0,0,100,100,0,1,1
99927,3840J9280,590.0,70,0,0,0,0,500,500,0,1,1
99929,5379J9914,250.0,53,0,0,0,0,250,100,0,1,1
99930,5429J7481,250.0,49,0,0,0,0,250,100,0,1,1
99932,5478J8569,360.0,33,0,0,0,0,300,300,3,1,1
99933,3831J6787,900.0,99,0,0,0,0,500,500,0,1,1
99936,4481J1958,260.0,58,0,0,0,0,100,100,0,1,1
99940,5576J9052,360.0,48,0,0,0,0,300,300,1,1,1
99945,3452J7959,260.0,40,0,0,0,0,100,100,1,1,1
99949,4341J8209,360.0,72,0,0,0,0,300,300,0,1,1
99951,2457J3493,590.0,67,0,0,0,0,1000,300,1,1,1
99957,4448J1323,200.0,28,0,0,0,0,200,200,0,1,1
99960,2433J4187,300.0,82,0,0,0,0,300,300,7,1,1
99961,4282J0727,290.0,23,1,0,0,0,300,300,0,1,1
99962,7736J7398,460.0,71,0,0,0,0,500,500,0,1,1
99964,7526J9669,460.0,42,0,0,0,0,500,500,0,1,1
99965,3621J2684,290.0,24,1,0,0,0,300,300,0,1,1
99966,4561J9620,360.0,63,0,0,0,0,300,300,0,1,1
99968,7577J6844,590.0,69,0,0,0,0,1000,200,0,1,1
99969,3248J6500,290.0,43,1,0,0,0,300,300,0,1,1
99970,3864J7159,390.0,63,0,0,0,0,300,300,0,1,1
99972,4552J4293,260.0,33,0,0,0,0,100,100,0,1,1
99976,4467J8606,260.0,58,0,0,0,0,100,100,0,1,1
99977,3475J8691,590.0,77,0,0,0,0,1000,200,0,1,1
99979,5329J0270,700.0,116,0,0,1,0,1000,200,0,1,1
99981,3863J4755,490.0,23,1,0,0,0,600,600,0,1,1
99982,3561J1118,300.0,48,0,0,0,0,300,300,0,1,1
99986,4351J3276,360.0,58,0,0,0,0,300,300,0,1,1
99987,4424J4586,200.0,31,0,0,0,0,200,200,0,1,1
99989,4561J1754,260.0,56,0,0,0,0,100,100,0,1,1
99991,7343J5214,590.0,28,1,0,0,0,1000,300,2,1,1
100006,3867J4589,390.0,48,0,0,0,0,300,300,0,1,1
100007,3621J7685,460.0,79,0,0,0,0,500,500,0,1,1
100008,3459J7488,490.0,57,0,0,0,0,500,500,1,1,1
100009,4343J9665,260.0,40,0,0,0,0,100,100,0,1,1
100011,7538J6146,460.0,74,0,0,0,0,500,500,0,1,1
100012,4272J2797,360.0,45,0,0,0,0,300,300,1,1,1
100016,3932J5863,590.0,19,1,0,0,0,1000,500,0,1,1
100018,4239J3676,590.0,24,1,0,0,0,1000,300,0,1,1
100023,7728J3549,490.0,31,1,0,0,0,600,600,0,1,1
100032,5448J2415,290.0,33,1,0,0,0,300,300,0,1,1
100034,3461J1658,460.0,23,0,0,0,0,500,500,0,1,1
100035,7754J8255,360.0,72,0,0,0,1,100,100,0,1,1
100037,3723J5017,590.0,110,0,0,0,0,250,250,0,1,1
100040,2433J8511,300.0,87,0,0,0,0,300,300,0,1,1
100044,5471J3202,390.0,26,1,0,0,0,400,400,1,1,1
100048,7426J1958,290.0,24,1,0,0,0,300,300,0,1,1
100050,3727J8131,460.0,63,0,0,0,0,500,500,0,1,1
100052,5360J4958,490.0,75,0,0,0,0,500,500,3,1,1
100053,3431J0374,290.0,31,1,0,0,0,300,300,0,1,1
100056,4376J3069,260.0,53,0,0,0,0,100,100,0,1,1
100058,5334J1362,590.0,23,1,0,0,0,1000,500,0,1,1
100059,4566J2991,260.0,51,0,0,0,0,100,100,0,1,1
100061,4460J3606,260.0,37,0,0,0,0,100,100,0,1,1
100068,3251J9209,590.0,60,0,0,0,0,250,250,4,1,1
100069,2421J4704,300.0,33,0,0,0,0,300,300,0,1,1
100073,5651J7221,260.0,75,0,0,0,0,100,100,0,1,1
100075,5570J9452,400.0,82,0,0,0,0,400,400,0,1,1
100076,3262J1008,290.0,23,1,0,0,0,300,300,0,1,1
100079,7436J9903,490.0,47,1,0,0,0,600,600,0,1,1
100082,4563J0372,260.0,40,0,0,0,0,100,100,0,1,1
100087,3222J5622,590.0,104,1,0,0,0,1000,300,3,1,1
100089,3723J1449,260.0,50,0,0,0,0,100,100,0,1,1
100092,7638J0218,590.0,125,0,0,0,0,1000,300,0,1,1
100093,3439J0260,390.0,34,1,0,0,0,400,400,0,1,1
100096,4233J9407,390.0,76,0,0,0,0,65,20,0,1,1
100099,7755J7527,260.0,74,0,0,0,0,100,100,0,1,1
100100,4567J1953,290.0,27,1,0,0,0,300,300,0,1,1
100101,5653J5369,700.0,97,0,0,1,0,1000,200,0,1,1
100102,3251J8694,700.0,66,0,0,0,0,400,400,0,1,1
100104,4446J0792,360.0,61,0,0,0,0,300,300,0,1,1
100109,3246J7823,700.0,73,0,0,0,0,1000,500,0,1,1
100110,4536J4887,260.0,38,0,0,0,0,100,100,0,1,1
100114,7550J7688,460.0,29,0,0,0,0,500,500,0,1,1
100116,2533J8546,495.0,38,0,0,0,0,500,500,0,1,1
100120,4567J9725,360.0,49,0,0,0,0,300,300,0,1,1
100124,7621J2966,590.0,48,0,0,0,0,1000,200,0,1,1
100125,7634J1797,590.0,19,1,0,0,0,1000,500,0,1,1
100131,7471J8048,590.0,86,0,0,0,0,1000,200,3,1,1
100132,3851J2987,390.0,55,0,0,0,0,300,300,6,1,1
100134,4482J1722,360.0,31,0,0,0,0,300,300,0,1,1
100141,4223J1310,290.0,52,0,0,0,0,100,100,0,1,1
100144,3823J7269,490.0,19,1,0,0,1,400,400,0,1,1
100145,4551J8247,690.0,79,0,1,0,0,250,250,0,1,1
100155,5628J5424,290.0,108,0,0,0,0,100,100,0,1,1
100156,4277J6760,590.0,84,0,0,0,0,250,250,0,1,1
100169,5578J8858,250.0,54,0,0,0,0,250,100,0,1,1
100170,7782J4810,490.0,33,1,0,0,0,600,600,0,1,1
100176,4548J2268,360.0,40,0,0,0,0,300,300,0,1,1
100178,4460J9409,260.0,64,0,0,0,0,100,100,0,1,1
100183,7731J8028,390.0,16,0,0,1,0,300,300,0,1,1
100190,3845J5715,490.0,96,0,0,0,0,500,500,0,1,1
100191,7454J9212,390.0,40,1,0,1,0,300,300,1,1,1
100194,3471J8348,590.0,87,0,0,0,0,1000,200,0,1,1
100200,5368J5729,700.0,88,0,0,0,0,400,400,5,1,1
100204,5327J3790,290.0,36,1,0,0,0,300,300,0,1,1
100205,3828J6695,700.0,94,0,0,1,0,250,250,0,1,1
100206,5541J6635,390.0,95,0,0,0,0,300,300,0,1,1
100207,7320J2790,290.0,30,1,0,0,0,300,300,0,1,1
100208,5334J0992,490.0,29,1,0,0,0,600,600,0,1,1
100211,7550J2871,390.0,33,1,0,0,0,400,400,0,1,1
100215,3223J0759,360.0,47,0,0,0,0,300,300,0,1,1
100218,4351J6679,700.0,86,0,0,0,0,1000,500,0,1,1
100228,5687J6903,590.0,64,0,0,0,0,150,50,0,1,1
100230,5577J7315,360.0,58,0,0,0,0,300,300,1,1,1
100232,5541J8575,590.0,88,0,0,0,0,1000,200,0,1,1
100234,3246J0777,590.0,23,1,0,0,0,1000,500,0,1,1
100235,3738J5820,590.0,92,0,0,0,0,1000,200,3,1,1
100237,4264J5416,260.0,31,0,0,0,0,100,100,0,1,1
100238,4482J0888,1300.0,36,0,1,0,0,1000,1000,0,1,1
100239,4284J6734,390.0,80,0,0,0,0,300,300,0,1,1
100246,3651J8065,250.0,61,0,0,0,0,250,100,0,1,1
100249,7526J8376,260.0,55,0,0,0,0,100,100,0,1,1
100252,4563J1436,260.0,28,0,0,0,0,100,100,0,1,1
100254,3855J5640,700.0,95,0,0,0,0,400,400,0,1,1
100255,3852J8289,390.0,49,0,0,0,0,300,300,0,1,1
100256,4569J2067,260.0,47,0,0,0,0,100,100,0,1,1
100257,2426J8987,290.0,23,1,0,0,0,300,300,0,1,1
100258,5377J7596,250.0,69,0,0,0,0,250,100,0,1,1
100260,4278J0122,390.0,21,1,0,0,0,400,400,0,1,1
100261,7526J6696,460.0,73,0,0,0,0,500,500,0,1,1
100265,4264J5234,360.0,32,0,0,0,0,300,300,3,1,1
100267,3242J9706,590.0,84,0,0,0,0,1000,200,0,1,1
100271,5531J1623,260.0,23,0,0,0,0,100,100,0,1,1
100274,7462J1628,390.0,27,1,0,0,0,400,400,0,1,1
100275,3262J8261,590.0,58,0,0,0,0,1000,200,1,1,1
100276,4222J2461,360.0,74,0,0,0,0,300,300,0,1,1
100278,3727J1716,590.0,21,1,0,0,0,1000,500,0,1,1
100279,3844J5746,290.0,101,0,0,0,0,100,100,25,1,1
100280,4248J0605,260.0,57,0,0,0,0,100,100,0,1,1
100281,2426J2599,590.0,33,1,0,0,0,1000,300,0,1,1
100282,4380J0111,490.0,24,1,0,0,0,600,600,0,1,1
100283,3232J4990,590.0,53,0,0,0,0,1000,200,0,1,1
100284,3554J0182,390.0,130,0,0,0,0,300,300,6,1,1
100288,5356J2800,490.0,48,1,0,0,0,600,600,0,1,1
100291,3232J0388,490.0,127,0,0,0,0,500,500,0,1,1
100292,3553J0746,290.0,24,1,0,0,0,300,300,0,1,1
100295,5327J7776,590.0,81,0,0,0,0,1000,200,0,1,1
100297,3840J8398,390.0,25,1,0,0,0,400,400,0,1,1
100301,7351J3107,360.0,32,0,0,0,0,300,300,0,1,1
100307,5651J8421,700.0,62,0,0,1,0,1000,200,0,1,1
100317,5333J5050,590.0,110,1,0,0,0,1000,300,0,1,1
100322,5332J5528,490.0,94,0,0,0,0,150,150,0,1,1
100325,4322J9371,360.0,47,0,0,0,0,300,300,0,1,1
100326,4243J9248,590.0,60,0,0,0,0,1000,200,8,1,1
100334,4376J4477,260.0,47,0,0,0,0,100,100,0,1,1
100337,4248J5458,260.0,38,0,0,0,0,100,100,0,1,1
100338,3847J4758,590.0,33,1,0,0,0,1000,300,0,1,1
100339,7759J1027,360.0,49,0,0,0,0,300,300,0,1,1
100343,7736J0622,390.0,25,1,0,0,0,400,400,0,1,1
100344,4328J0568,260.0,21,0,0,0,0,100,100,0,1,1
100345,4284J6512,390.0,81,0,0,0,0,300,300,0,1,1
100351,5324J1603,400.0,36,0,0,0,0,400,400,0,1,1
100352,7754J5462,490.0,106,1,0,1,0,400,400,0,1,1
100355,4327J8576,260.0,64,0,0,0,0,100,100,0,1,1
100358,5369J6732,250.0,59,0,0,0,0,250,100,0,1,1
100359,5360J0109,1200.0,109,0,0,0,0,1000,1000,0,1,1
100362,3832J0859,700.0,25,1,0,0,0,1000,500,0,1,1
100363,5422J8521,300.0,44,0,0,0,0,300,300,0,1,1
100364,4281J5466,700.0,101,0,0,0,0,400,400,0,1,1
100365,3847J5322,260.0,58,0,0,0,0,100,100,0,1,1
100367,5645J5525,390.0,84,0,0,0,0,300,300,0,1,1
100372,5356J4133,300.0,39,0,0,0,0,300,300,0,1,1
100379,5422J4891,490.0,57,0,0,0,0,500,500,0,1,1
100385,3951J6837,590.0,96,0,0,0,0,1000,200,0,1,1
100386,3828J9496,390.0,70,0,0,0,0,300,300,0,1,1
100387,4532J3262,260.0,29,0,0,0,0,100,100,0,1,1
100389,4289J8877,390.0,22,1,0,0,0,400,400,0,1,1
100392,3223J5083,490.0,109,0,0,0,0,500,500,0,1,1
100393,4466J6594,360.0,72,0,0,0,0,300,300,0,1,1
100394,7365J5369,590.0,97,0,0,0,0,1000,200,0,1,1
100396,4531J5039,400.0,110,0,0,1,0,100,100,0,1,1
100399,4250J5857,260.0,35,0,0,0,0,100,100,1,1,1
100400,3222J9712,360.0,56,0,0,0,0,300,300,0,1,1
100402,3267J5182,590.0,103,0,0,0,0,1000,200,0,1,1
100404,7548J5651,590.0,107,0,0,0,0,1000,300,0,1,1
100410,2457J3550,590.0,66,0,0,0,0,1000,300,0,1,1
100413,4249J5933,390.0,99,0,0,0,0,50,50,0,1,1
100414,3222J8013,590.0,80,0,0,0,0,1000,300,0,1,1
100415,5327J7949,590.0,78,0,0,0,0,1000,200,0,1,1
100416,7435J6191,390.0,79,0,0,0,0,65,20,0,1,1
100418,4324J7460,349.0,81,0,0,0,0,50,20,0,1,1
100419,3721J3418,700.0,36,0,0,0,0,1000,500,0,1,1
100420,7469J4881,390.0,48,0,0,0,0,300,300,0,1,1
100421,3433J3795,290.0,30,1,0,0,0,300,300,0,1,1
100427,3561J8243,390.0,82,0,0,0,0,300,300,0,1,1
100428,4271J6653,390.0,91,1,0,1,0,300,300,0,1,1
100429,4386J7717,460.0,73,0,0,0,0,500,500,0,1,1
100430,2435J7156,300.0,43,0,0,0,0,300,300,0,1,1
100432,7553J8258,360.0,42,0,0,0,0,300,300,0,1,1
100435,4444J5726,260.0,79,0,0,0,0,100,100,0,1,1
100437,5556J0870,490.0,20,1,0,0,0,600,600,0,1,1
100439,7527J0879,460.0,45,0,0,0,0,500,500,0,1,1
100441,4567J1306,360.0,36,0,0,0,0,300,300,0,1,1
100443,5537J5257,490.0,106,0,0,0,0,500,500,0,1,1
100444,5377J7335,590.0,73,0,0,0,0,1000,200,0,1,1
100445,5329J1182,590.0,33,1,0,0,0,1000,300,0,1,1
100448,3439J0729,290.0,28,1,0,0,0,300,300,1,1,1
100454,5501J1503,360.0,33,0,0,0,0,300,300,0,1,1
100456,4379J1340,260.0,40,0,0,0,0,100,100,2,1,1
100460,7351J0777,590.0,62,0,0,0,0,1000,200,0,1,1
100462,2582J9379,300.0,35,0,0,0,0,300,300,0,1,1
100464,3432J0421,290.0,21,1,0,0,0,300,300,0,1,1
100465,5423J3734,290.0,26,1,0,0,0,300,300,0,1,1
100466,4327J6651,260.0,78,0,0,0,0,100,100,0,1,1
100468,3865J7923,390.0,54,0,0,0,0,300,300,0,1,1
100476,3851J1807,590.0,65,0,0,0,0,1000,200,1,1,1
100478,7527J6915,460.0,77,0,0,0,0,500,500,0,1,1
100479,3727J0785,590.0,19,1,0,0,0,1000,500,0,1,1
100483,7638J6809,590.0,82,1,0,0,0,1000,300,0,1,1
100487,2531J9433,700.0,93,0,0,0,0,1000,500,0,1,1
100488,7526J1469,360.0,31,0,0,0,0,300,300,0,1,1
100490,4233J0643,290.0,50,0,0,0,0,100,100,0,1,1
100492,5478J9011,290.0,25,1,0,0,0,300,300,0,1,1
100493,4270J3584,290.0,30,1,0,0,0,300,300,0,1,1
100495,3723J5577,700.0,105,0,0,0,0,1000,500,0,1,1
100496,4381J3720,260.0,54,0,0,0,0,100,100,0,1,1
100497,7750J4079,349.0,54,0,0,0,0,50,20,0,1,1
100498,3951J9106,700.0,84,0,0,0,0,1000,500,1,1,1
100499,4343J7814,260.0,63,0,0,0,0,100,100,0,1,1
100506,7320J2827,260.0,30,0,0,0,0,100,100,1,1,1
100507,7742J5696,1200.0,30,1,0,0,0,1000,1000,1,1,1
100508,3937J7729,300.0,69,0,0,0,0,300,300,0,1,1
100511,3724J8967,490.0,27,1,0,0,0,600,600,0,1,1
100513,3951J0678,349.0,79,0,0,0,0,50,20,0,1,1
100515,7538J7867,360.0,30,0,0,0,0,300,300,0,1,1
100516,7741J5780,500.0,93,0,0,1,0,300,300,0,1,1
100517,7755J9482,590.0,53,0,0,0,0,250,250,0,1,1
100522,4341J1908,360.0,43,0,0,0,0,300,300,0,1,1
100523,3459J5071,490.0,106,0,0,0,0,500,500,0,1,1
100524,4247J8802,260.0,74,0,0,0,0,100,100,0,1,1
100526,4356J4962,390.0,58,1,0,1,0,300,300,1,1,1
100527,7469J1078,360.0,40,0,0,0,0,300,300,0,1,1
100532,4569J3357,260.0,36,0,0,0,0,100,100,0,1,1
100534,4441J1308,290.0,21,1,0,0,0,300,300,0,1,1
100536,3433J2975,290.0,40,1,0,0,0,300,300,0,1,1
100539,3724J5072,590.0,108,0,0,0,0,250,250,1,1,1
100542,7754J8525,460.0,61,0,0,0,1,300,300,0,1,1
100544,4264J0815,260.0,51,0,0,0,0,100,100,0,1,1
100546,7469J2175,290.0,27,1,0,0,0,300,300,0,1,1
100547,5671J0466,390.0,119,0,0,0,0,300,300,0,1,1
100551,5448J2453,250.0,33,0,0,0,0,250,100,0,1,1
100554,5377J8437,250.0,56,0,0,0,0,250,100,0,1,1
100557,3471J0559,590.0,72,0,0,0,0,1000,200,0,1,1
100560,7750J2746,700.0,67,0,0,0,0,400,400,0,1,1
100561,4277J1994,290.0,35,0,0,0,0,100,100,0,1,1
100562,4466J7899,260.0,55,0,0,0,0,100,100,0,1,1
100565,7736J6186,490.0,87,0,0,0,0,500,500,3,1,1
100566,4341J3154,260.0,23,0,0,0,0,100,100,0,1,1
100567,2433J0995,700.0,116,0,0,0,0,1000,500,0,1,1
100568,4229J3456,290.0,55,0,0,0,0,100,100,0,1,1
100569,2534J0527,129.0,35,0,1,0,0,20,20,0,1,1
100571,4328J9306,360.0,47,0,0,0,0,300,300,0,1,1
100573,5576J0824,460.0,32,0,0,0,0,500,500,1,1,1
100575,3823J8696,700.0,56,0,0,0,0,1000,500,0,1,1
100578,7538J6419,590.0,64,0,0,0,0,1000,200,0,1,1
100581,4284J8575,390.0,70,0,0,0,0,300,300,1,1,1
100584,3441J5138,590.0,31,1,0,0,0,1000,300,0,1,1
100585,7341J9535,290.0,48,0,0,0,0,100,100,0,1,1
100587,3553J9257,490.0,46,1,0,0,0,600,600,0,1,1
100588,3543J8124,360.0,41,0,0,0,0,300,300,0,1,1
100598,4272J2534,260.0,47,0,0,0,0,100,100,0,1,1
100599,3938J9684,590.0,45,0,0,0,0,1000,200,0,1,1
100600,4571J4604,260.0,48,0,0,0,0,100,100,0,1,1
100605,5577J9310,460.0,26,0,0,0,0,500,500,0,1,1
100606,5576J4905,260.0,37,0,0,0,0,100,100,0,1,1
100612,7631J5173,490.0,63,0,0,0,0,500,500,0,1,1
100616,3851J9623,390.0,35,0,0,0,0,300,300,0,1,1
100617,4576J9682,260.0,46,0,0,0,0,100,100,0,1,1
100620,3724J1289,349.0,58,0,0,0,0,50,20,7,1,1
100621,3555J7733,460.0,58,0,0,0,0,500,500,0,1,1
100625,3552J4468,260.0,38,0,0,0,0,100,100,0,1,1
100626,5378J8405,390.0,48,0,0,0,0,300,300,0,1,1
100627,5672J1749,360.0,35,0,0,0,0,300,300,0,1,1
100631,3251J8867,590.0,65,0,0,0,0,250,250,0,1,1
100632,7544J8243,290.0,42,0,0,0,0,100,100,0,1,1
100637,7727J7835,700.0,89,0,0,0,0,1000,500,0,1,1
100642,4446J3951,260.0,40,0,0,0,0,100,100,1,1,1
100644,4425J0243,260.0,74,0,0,0,0,100,100,0,1,1
100646,3855J6970,590.0,78,0,0,0,0,1000,200,0,1,1
100649,5648J6521,490.0,71,0,0,0,0,500,500,0,1,1
100653,3851J4315,490.0,42,0,0,0,0,500,500,1,1,1
100656,3646J5056,590.0,105,0,0,0,0,300,300,0,1,1
100657,3448J0303,390.0,21,1,0,0,0,400,400,0,1,1
100658,4552J0388,360.0,49,0,0,0,0,300,300,0,1,1
100660,2271J4217,490.0,27,1,0,0,0,600,600,0,1,1
100670,7432J7467,590.0,87,0,0,0,0,100,100,0,1,1
100672,4327J2514,260.0,38,0,0,0,0,100,100,0,1,1
100673,7469J8228,700.0,71,0,0,0,0,200,200,0,1,1
100683,3426J5799,390.0,32,1,0,0,0,400,400,0,1,1
100685,2415J3766,590.0,57,0,0,0,0,250,250,0,1,1
100688,4424J3128,260.0,39,0,0,0,0,100,100,0,1,1
100689,4343J7611,260.0,65,0,0,0,0,100,100,0,1,1
100690,4536J1946,260.0,56,0,0,0,0,100,100,0,1,1
100691,4222J8012,349.0,64,0,0,0,0,50,20,0,1,1
100694,4371J1786,260.0,64,0,0,0,0,100,100,0,1,1
100695,4460J7052,260.0,81,0,0,0,0,100,100,0,1,1
100699,3738J7874,590.0,62,0,0,0,0,1000,200,0,1,1
100701,5471J2940,290.0,30,1,0,0,0,300,300,0,1,1
100705,7577J8125,690.0,40,0,1,0,0,1000,200,0,1,1
100707,4571J1341,260.0,47,0,0,0,0,100,100,0,1,1
100710,3724J4988,460.0,64,0,0,0,0,500,500,0,1,1
100712,5319J9517,250.0,27,0,0,0,0,250,100,0,1,1
100715,3725J1342,390.0,24,1,0,0,0,400,400,0,1,1
100717,4467J8543,260.0,60,0,0,0,0,100,100,0,1,1
100718,3531J7183,290.0,43,1,0,0,0,300,300,0,1,1
100730,3860J6952,790.0,98,0,0,0,0,1000,700,7,1,1
100731,4261J4148,360.0,58,0,0,0,0,300,300,0,1,1
100732,5560J2836,250.0,53,0,0,0,0,250,100,0,1,1
100734,5377J1281,300.0,33,0,0,0,0,300,300,0,1,1
100735,7322J9231,260.0,59,0,0,0,0,100,100,0,1,1
100736,7641J1147,590.0,39,0,0,0,0,1000,200,0,1,1
100737,3223J8876,490.0,62,0,0,0,0,500,500,0,1,1
100738,7755J5876,690.0,92,0,1,0,0,1000,200,0,1,1
100742,4431J9964,390.0,44,0,0,0,0,300,300,4,1,1
100745,4271J3832,260.0,54,0,0,0,0,100,100,0,1,1
100746,4459J3098,260.0,40,0,0,0,0,100,100,1,1,1
100747,3442J6954,700.0,97,0,0,0,0,1000,500,0,1,1
100748,4488J5655,460.0,81,0,0,0,0,500,500,0,1,1
100749,5422J7993,390.0,46,0,0,0,0,300,300,0,1,1
100753,4270J4099,490.0,27,1,0,0,0,600,600,0,1,1
100754,4239J2021,260.0,38,0,0,0,0,100,100,0,1,1
100755,4463J8759,360.0,69,0,0,0,0,300,300,0,1,1
100756,3721J1865,590.0,56,0,0,0,0,250,250,0,1,1
100757,2427J1577,700.0,112,0,0,0,0,1000,500,0,1,1
100759,7657J9416,290.0,23,1,0,0,0,300,300,0,1,1
100760,5621J3035,390.0,47,0,0,0,0,300,300,0,1,1
100762,4327J3005,260.0,33,0,0,0,0,100,100,1,1,1
100765,4223J1753,299.0,55,0,0,0,0,30,15,0,1,1
100768,3626J5423,500.0,102,0,0,1,0,300,300,0,1,1
100769,4463J9742,260.0,64,0,0,0,0,100,100,0,1,1
100770,4250J0173,260.0,56,0,0,0,0,100,100,0,1,1
100772,4221J8219,490.0,92,0,0,0,0,500,500,2,1,1
100776,5558J7319,590.0,44,0,0,0,0,250,250,1,1,1
100778,7320J2099,290.0,32,1,0,0,0,300,300,0,1,1
