,circuit_id,package_price,tenure_month,pay_first,ipphone,tv_box,mobile,dl_speed,ul_speed,claims,active_status,Churn Risk
94481,3441J0842,590.0,61,0,0,0,0,1000,200,0,1,1
94487,2434J3197,590.0,62,0,0,0,0,1000,300,0,1,1
94508,3268J9243,590.0,41,0,0,0,0,1000,200,0,1,1
94519,3442J4264,590.0,80,0,0,0,0,1000,200,0,1,1
94522,3845J7905,590.0,67,0,0,0,0,250,250,0,1,1
94530,7745J8082,590.0,58,0,0,0,0,100,100,0,1,1
94533,3860J8654,590.0,87,0,0,0,0,1000,200,3,1,1
94543,3937J7938,590.0,67,0,0,0,0,1000,200,0,1,1
94560,5421J7287,700.0,95,0,0,1,0,1000,200,0,1,1
94582,3841J0452,700.0,127,0,0,0,0,1000,500,0,1,1
94609,3225J6126,590.0,83,0,0,0,0,1000,200,0,1,1
94632,3851J9297,590.0,75,0,0,0,0,1000,200,0,1,1
94682,5327J1722,700.0,112,0,0,0,0,1000,500,0,1,1
94712,4277J6182,700.0,90,0,0,0,0,1000,500,1,1,1
94743,3863J6127,700.0,98,0,0,0,0,400,400,0,1,1
94746,4243J5129,700.0,107,0,0,0,0,1000,500,0,1,1
94796,5421J8382,590.0,90,0,0,0,0,1000,200,0,1,1
94807,5373J6472,700.0,76,0,0,1,0,1000,200,0,1,1
94811,3475J5237,700.0,104,0,0,0,0,1000,500,0,1,1
94833,3851J4662,590.0,37,0,0,0,0,1000,200,0,1,1
94845,2387J8695,590.0,63,0,0,0,0,1000,300,0,1,1
94888,3951J2557,590.0,68,0,0,0,0,1000,200,0,1,1
94894,7433J5371,700.0,102,0,0,0,0,400,400,0,1,1
94895,5429J5523,590.0,83,0,0,0,0,1000,200,0,1,1
94898,2323J5459,590.0,91,0,0,0,0,1000,300,0,1,1
94908,4551J6506,590.0,86,0,0,0,0,250,250,0,1,1
94913,5541J5909,700.0,100,0,0,0,0,1000,500,0,1,1
94920,3841J5116,1200.0,109,1,0,0,0,1000,1000,0,1,1
94966,7534J9666,590.0,72,0,0,0,0,1000,200,0,1,1
94970,3268J9195,590.0,42,0,0,0,0,1000,200,1,1,1
94972,4371J6391,590.0,92,0,0,0,0,1000,200,1,1,1
94973,5353J9281,590.0,67,0,0,0,0,250,250,0,1,1
94978,3943J8459,590.0,55,0,0,0,0,1000,200,0,1,1
94983,3228J5646,590.0,92,0,0,0,0,1000,200,0,1,1
95001,5548J6551,590.0,85,0,0,0,0,250,250,0,1,1
95025,3951J3173,590.0,64,0,0,0,0,1000,200,0,1,1
95034,2517J1370,800.0,74,0,0,0,0,1000,500,0,1,1
95045,3937J8478,700.0,60,0,0,0,0,1000,500,0,1,1
95061,5327J7406,700.0,84,0,0,0,0,1000,500,0,1,1
95063,3247J5378,590.0,104,0,0,0,0,1000,200,2,1,1
95071,3951J9667,590.0,82,0,0,0,0,1000,200,1,1,1
95073,3831J0393,590.0,117,0,0,0,0,250,250,0,1,1
95079,3863J0822,590.0,112,0,0,0,0,250,250,0,1,1
95094,4531J0909,590.0,63,0,0,0,0,1000,200,0,1,1
95101,7641J7639,590.0,71,0,0,0,0,1000,200,0,1,1
95104,5327J7362,590.0,84,0,0,0,0,1000,200,0,1,1
95108,7621J4273,690.0,43,0,1,0,0,250,250,0,1,1
95120,5361J5011,700.0,108,0,0,0,0,400,400,0,1,1
95132,3840J6485,590.0,98,0,0,0,0,100,100,0,1,1
95139,3247J0481,700.0,39,0,0,0,0,1000,500,0,1,1
95140,2531J2164,590.0,109,0,0,0,0,1000,300,0,1,1
95145,3855J7337,590.0,75,0,0,0,0,1000,200,0,1,1
95150,3847J9357,590.0,74,0,0,0,0,250,250,0,1,1
95153,2415J3061,590.0,62,0,0,0,0,1000,300,0,1,1
95160,2250J6960,590.0,81,0,0,0,0,1000,300,0,1,1
95163,4243J7820,590.0,74,0,0,0,0,1000,200,0,1,1
95168,2241J4943,590.0,51,0,0,0,0,1000,300,0,1,1
95173,3931J2267,700.0,69,0,0,0,0,1000,500,0,1,1
95261,3863J3294,590.0,41,0,0,0,0,1000,200,2,1,1
95267,2415J2081,590.0,68,0,0,0,0,250,250,0,1,1
95317,3442J7510,590.0,94,0,0,0,0,1000,200,0,1,1
95321,3951J2675,590.0,68,0,0,0,0,1000,200,0,1,1
95326,5327J9498,590.0,60,0,0,0,0,1000,200,0,1,1
95363,3937J6289,590.0,86,0,0,0,0,1000,200,0,1,1
95382,2415J6110,590.0,97,0,0,0,0,1000,200,0,1,1
95388,7741J6344,690.0,52,0,1,0,0,150,50,0,1,1
95400,7541J9876,690.0,72,0,1,0,0,1000,200,0,1,1
95404,4289J5476,600.0,90,0,0,1,0,150,150,0,1,1
95407,3475J8502,590.0,79,0,0,0,0,1000,200,0,1,1
95416,4544J7972,590.0,69,0,0,0,0,250,250,0,1,1
95420,2250J0876,700.0,60,0,0,0,0,1000,500,0,1,1
95426,3442J2131,700.0,72,0,0,0,0,1000,500,0,1,1
95442,3951J8778,700.0,85,0,0,0,0,1000,500,0,1,1
95469,3863J2895,590.0,46,0,0,0,0,250,250,0,1,1
95476,2271J8410,590.0,62,0,0,0,0,100,100,0,1,1
95478,3851J7013,590.0,91,0,0,0,0,1000,200,0,1,1
95493,3261J9081,590.0,65,0,0,0,0,1000,200,0,1,1
95499,4241J8811,700.0,79,0,0,0,0,400,400,0,1,1
95521,5345J0687,590.0,110,0,0,0,0,250,250,0,1,1
95540,3937J7676,590.0,70,0,0,0,0,1000,200,0,1,1
95554,7742J4945,900.0,75,0,0,0,0,1000,700,0,1,1
95561,3951J0771,590.0,78,0,0,0,0,150,50,3,1,1
95575,3441J2864,700.0,44,0,0,1,0,500,500,0,1,1
95584,3840J8807,900.0,88,0,0,0,0,1000,700,0,1,1
95593,3225J6296,590.0,74,0,0,0,0,1000,200,5,1,1
95611,3442J7787,700.0,93,0,0,1,0,250,250,0,1,1
95621,3242J4104,590.0,77,0,0,0,0,1000,200,0,1,1
95625,3937J5977,700.0,89,0,0,0,0,1000,500,2,1,1
95633,7424J8263,590.0,98,0,0,0,0,250,250,0,1,1
95660,3247J6842,700.0,88,0,0,0,0,1000,500,4,1,1
95662,7550J0646,590.0,49,0,0,0,0,150,50,0,1,1
95672,4284J6375,590.0,81,0,0,0,0,1000,200,0,1,1
95731,3251J7494,590.0,79,0,0,0,0,250,250,0,1,1
95751,3471J6573,700.0,96,0,0,1,0,1000,200,1,1,1
95774,3869J4782,590.0,76,0,0,0,0,250,250,0,1,1
95794,3738J6243,590.0,86,1,0,0,0,1000,300,0,1,1
95827,7741J7240,700.0,66,0,0,0,0,1000,500,0,1,1
95834,4228J6926,590.0,89,0,0,0,0,100,100,0,1,1
95844,7541J6612,690.0,72,0,1,0,0,1000,200,0,1,1
95856,3724J6049,590.0,98,0,0,0,0,250,250,0,1,1
95866,3642J9351,590.0,58,0,0,0,0,500,500,0,1,1
95870,3256J7354,590.0,49,0,0,0,0,1000,200,0,1,1
95883,3851J4047,590.0,46,0,0,0,0,1000,200,0,1,1
95885,2551J1412,700.0,75,0,0,0,0,1000,500,0,1,1
95930,3261J0958,590.0,45,0,0,0,0,1000,200,0,1,1
95936,5448J0590,590.0,117,1,0,0,0,1000,300,0,1,1
95952,3261J6032,590.0,99,0,0,0,0,1000,200,1,1,1
95993,2581J1477,690.0,66,0,0,0,0,1000,200,0,1,1
96023,2250J8078,700.0,75,0,0,0,0,1000,500,0,1,1
96027,3938J6244,700.0,85,0,0,0,0,1000,500,0,1,1
96035,3659J5063,590.0,110,0,0,0,0,1000,200,0,1,1
96039,3471J0301,590.0,73,0,0,0,0,1000,200,0,1,1
96045,2240J8917,590.0,62,0,0,0,0,1000,300,0,1,1
96054,7727J6827,700.0,97,0,0,0,0,1000,500,0,1,1
96076,5373J6767,590.0,68,0,0,0,0,1000,200,1,1,1
96087,3951J4979,590.0,49,0,0,0,0,1000,200,0,1,1
96148,3267J9398,590.0,46,0,0,0,0,1000,200,0,1,1
96160,5680J5500,700.0,102,0,0,1,0,100,100,0,1,1
96161,2472J7379,700.0,81,0,0,0,0,1000,500,0,1,1
96162,4284J6260,600.0,82,0,0,1,0,150,150,2,1,1
96185,5429J5985,590.0,75,0,0,0,0,1000,200,0,1,1
96195,3551J6237,590.0,87,0,0,0,0,1000,200,0,1,1
96197,2533J6594,590.0,42,0,0,0,0,1000,300,0,1,1
96200,5541J2322,590.0,75,0,0,0,0,1000,200,0,1,1
96201,3256J6955,590.0,62,0,0,0,0,1000,200,1,1,1
96206,4251J8972,590.0,80,0,0,0,0,250,250,0,1,1
96215,3869J6083,700.0,101,0,0,0,0,400,400,0,1,1
96240,2551J4155,590.0,80,0,1,0,0,150,150,0,1,1
96251,3475J9272,590.0,68,0,0,0,0,1000,200,0,1,1
96289,3864J5710,590.0,93,0,0,0,0,1000,300,1,1,1
96293,3554J9008,590.0,54,0,0,0,0,250,250,0,1,1
96297,3441J0651,590.0,63,0,0,0,0,250,250,0,1,1
96301,3225J5296,700.0,102,0,0,0,0,1000,500,0,1,1
96302,3261J1212,590.0,41,0,0,0,0,1000,200,0,1,1
96311,3860J7426,700.0,93,0,0,0,0,1000,500,0,1,1
96319,7752J0270,700.0,119,0,0,0,0,200,200,0,1,1
96322,2567J2113,600.0,77,0,0,1,0,500,500,1,1,1
96328,5567J0088,590.0,116,0,0,0,0,1000,200,0,1,1
96329,2241J5758,700.0,88,0,0,0,0,200,200,0,1,1
96359,3554J7947,900.0,68,0,0,0,0,1000,700,1,1,1
96371,4241J0291,590.0,114,0,0,0,0,1000,200,0,1,1
96374,4231J6625,700.0,95,0,0,0,0,1000,500,0,1,1
96386,4444J5391,700.0,89,0,0,0,0,1000,500,0,1,1
96402,3475J0853,590.0,46,0,0,0,0,1000,200,0,1,1
96426,3851J9871,590.0,72,0,0,0,0,1000,200,0,1,1
96452,7553J6014,1200.0,82,1,0,0,0,1000,1000,0,1,1
96455,3555J8292,590.0,48,0,0,0,0,1000,200,0,1,1
96460,3937J6135,590.0,44,0,0,0,0,1000,200,0,1,1
96463,4358J5800,590.0,83,0,0,0,0,250,250,0,1,1
96486,7631J5363,700.0,107,0,0,0,0,1000,500,0,1,1
96501,7755J6635,590.0,81,0,0,0,0,250,250,0,1,1
96525,3938J7188,590.0,73,0,0,0,0,1000,200,3,1,1
96538,7727J8645,690.0,84,0,1,0,0,1000,200,0,1,1
96563,3837J8154,590.0,90,0,0,0,0,250,250,0,1,1
96604,5351J8321,700.0,86,0,0,0,0,400,400,0,1,1
96605,7742J6818,590.0,93,0,0,0,0,1000,200,1,1,1
96680,3851J4904,590.0,70,0,0,0,0,1000,200,1,1,1
96738,7351J9928,590.0,68,0,0,0,0,1000,200,0,1,1
96757,3441J2804,590.0,45,1,0,0,0,1000,300,0,1,1
96792,3442J7946,590.0,93,0,0,0,0,1000,200,1,1,1
96797,3867J9057,590.0,81,0,0,0,0,1000,200,2,1,1
96799,2250J2107,1200.0,54,0,0,0,0,1000,1000,0,1,1
96805,3261J5030,590.0,110,0,0,0,0,1000,200,8,1,1
96806,7742J2604,900.0,61,0,0,0,0,1000,700,0,1,1
96834,7333J5991,700.0,107,0,0,0,0,1000,500,0,1,1
96843,2427J2838,690.0,71,0,1,0,0,250,250,0,1,1
96847,3852J7371,590.0,70,0,0,0,0,1000,200,0,1,1
96856,3251J7017,590.0,83,0,0,0,0,250,250,2,1,1
96870,3268J9218,590.0,42,0,0,0,0,1000,200,0,1,1
96876,3554J6841,690.0,93,0,0,0,1,250,250,0,1,1
96897,3552J5711,700.0,99,0,0,0,0,1000,500,0,1,1
96899,5671J5903,700.0,100,0,0,0,0,400,400,0,1,1
96907,2275J8092,590.0,77,0,0,0,0,1000,300,1,1,1
96936,3860J0942,700.0,64,0,0,0,0,1000,500,0,1,1
96941,4327J5318,590.0,99,0,0,0,0,1000,200,1,1,1
96945,3242J5124,700.0,110,0,0,0,0,1000,500,0,1,1
96946,3863J7208,700.0,90,0,0,0,0,1000,500,0,1,1
97008,3475J8912,590.0,74,0,0,0,0,1000,200,0,1,1
97052,2434J0629,590.0,70,0,0,0,0,1000,300,1,1,1
97058,7754J8972,690.0,62,0,0,0,0,100,50,0,1,1
97059,2246J5328,700.0,96,0,0,0,0,1000,500,0,1,1
97084,2240J6553,590.0,82,0,0,0,0,1000,300,0,1,1
97089,3931J4263,810.0,75,0,0,1,0,1000,500,0,1,1
97091,5327J7736,590.0,81,0,0,0,0,1000,200,1,1,1
97093,7527J8181,520.0,52,0,0,0,0,1000,300,0,1,1
97100,2433J0183,700.0,131,0,0,0,0,1000,500,0,1,1
97130,3268J5460,700.0,100,0,0,0,0,1000,500,1,1,1
97161,3269J7342,590.0,79,0,0,0,0,65,20,0,1,1
97198,3958J5364,590.0,93,0,0,0,0,1000,200,0,1,1
97245,2271J5065,590.0,104,0,0,0,0,1000,300,0,1,1
97251,3247J8677,590.0,62,0,0,0,0,250,250,0,1,1
97257,4228J6920,590.0,89,0,0,0,0,100,100,0,1,1
97260,2323J7842,590.0,69,0,0,0,0,1000,300,0,1,1
97268,4572J1136,900.0,37,0,0,0,0,1000,700,0,1,1
97271,5360J9433,590.0,79,0,0,0,0,1000,200,0,1,1
97292,3251J9514,590.0,56,0,0,0,0,250,250,0,1,1
97299,4281J0626,590.0,121,0,0,0,0,250,250,0,1,1
97303,4231J8072,590.0,86,0,0,0,0,1000,200,0,1,1
97329,3837J6815,700.0,98,0,0,0,0,400,400,0,1,1
97335,3561J6919,590.0,72,0,0,0,0,250,250,0,1,1
97363,5553J7833,590.0,85,0,0,0,0,100,50,0,1,1
97395,3837J2576,590.0,65,0,0,0,0,250,250,2,1,1
97396,2240J6163,590.0,87,0,0,1,0,500,500,0,1,1
97399,3242J2781,590.0,58,0,0,0,0,1000,200,2,1,1
97402,3225J7302,590.0,45,0,0,0,0,1000,200,0,1,1
97403,5478J5773,590.0,88,0,0,0,0,1000,200,0,1,1
97413,3931J8145,810.0,93,0,0,1,0,1000,500,0,1,1
97425,3222J5893,590.0,102,0,0,0,0,1000,300,0,1,1
97426,3823J9474,700.0,48,0,0,0,0,1000,500,0,1,1
97441,3951J8529,590.0,85,0,0,0,0,1000,200,0,1,1
97443,3232J7572,700.0,83,0,0,0,0,1000,500,2,1,1
97446,3242J6573,700.0,100,0,0,0,0,1000,500,0,1,1
97454,3944J8702,590.0,56,0,0,0,0,1000,200,1,1,1
97486,3831J5072,590.0,109,0,0,0,0,300,300,0,1,1
97524,3247J9467,615.0,50,0,0,0,1,500,500,0,1,1
97559,3251J6733,590.0,86,0,0,0,0,1000,200,0,1,1
97561,7471J5886,590.0,107,0,1,0,0,500,500,1,1,1
97569,2231J9100,800.0,43,0,0,1,0,500,500,1,1,1
97570,7621J7763,700.0,84,0,0,1,0,250,250,0,1,1
97571,3228J5672,590.0,92,0,0,0,0,1000,200,0,1,1
97582,3242J9126,700.0,86,0,0,0,0,1000,500,0,1,1
97603,5570J6678,700.0,96,0,0,0,0,200,200,0,1,1
97604,2531J9488,700.0,92,0,0,0,0,1000,500,3,1,1
97607,2531J9043,900.0,94,0,0,0,0,1000,700,0,1,1
97651,3242J9016,590.0,87,0,0,0,0,1000,200,0,1,1
97656,3851J1444,590.0,68,0,0,0,0,1000,200,4,1,1
97673,3624J8811,1010.0,45,0,0,1,0,1000,700,0,1,1
97675,3723J7196,700.0,87,0,0,0,0,1000,500,1,1,1
97678,4463J8930,590.0,68,0,0,0,0,1000,300,0,1,1
97683,3471J7723,590.0,91,1,0,0,0,1000,300,7,1,1
97708,3475J8914,700.0,74,0,0,0,0,1000,500,0,1,1
97711,7471J6047,590.0,94,0,0,0,0,1000,200,2,1,1
97715,3951J9274,590.0,83,0,0,0,0,1000,200,0,1,1
97719,3222J5950,590.0,102,1,0,0,0,1000,300,0,1,1
97727,2275J7129,590.0,85,0,0,0,0,1000,300,0,1,1
97765,7343J6001,590.0,87,0,0,0,0,1000,200,0,1,1
97788,3262J6188,590.0,86,0,0,0,0,1000,200,6,1,1
97811,5541J5334,590.0,106,0,0,0,0,250,250,0,1,1
97833,3931J6969,700.0,98,0,0,1,0,250,250,4,1,1
97845,2551J8459,700.0,91,0,0,0,0,400,400,0,1,1
97857,4243J0132,590.0,123,1,0,0,0,1000,300,3,1,1
97859,2415J4239,690.0,59,0,0,0,0,250,250,0,1,1
97902,7754J0428,800.0,118,0,1,0,0,400,400,0,1,1
97903,3863J7973,700.0,82,0,0,0,0,400,400,0,1,1
97910,3855J5123,700.0,105,0,0,0,0,1000,500,0,1,1
97914,3863J2744,590.0,48,0,0,0,0,300,300,0,1,1
97937,3943J8094,590.0,59,0,0,0,0,1000,200,0,1,1
97951,3267J8853,590.0,52,0,0,0,0,1000,200,0,1,1
97978,7634J7461,700.0,71,0,0,0,0,1000,500,0,1,1
97982,5369J5086,700.0,106,0,0,0,0,400,400,0,1,1
97990,5377J7458,700.0,71,0,0,0,0,1000,500,0,1,1
98006,5541J5259,590.0,106,0,0,0,0,1000,200,0,1,1
98033,3222J2220,590.0,40,0,0,0,0,1000,300,0,1,1
98034,4371J4463,590.0,45,0,1,0,0,150,150,0,1,1
98050,3840J9211,590.0,86,0,0,0,0,1000,200,0,1,1
98051,4261J6523,590.0,86,0,0,0,0,250,250,4,1,1
98054,5429J6511,590.0,64,0,0,0,0,1000,200,1,1,1
98064,5327J6020,1200.0,98,0,0,0,0,1000,500,0,1,1
98135,7737J5399,690.0,93,0,1,0,0,1000,200,0,1,1
98172,2240J9460,690.0,59,0,0,0,0,250,250,0,1,1
98188,3442J0945,590.0,115,0,0,0,0,1000,200,0,1,1
98193,2551J4698,700.0,78,0,0,0,0,1000,500,0,1,1
98209,7759J6780,590.0,74,0,0,0,0,250,250,0,1,1
98220,3951J8825,590.0,84,0,0,0,0,1000,200,1,1,1
98221,7538J6341,590.0,66,0,0,0,0,65,20,0,1,1
98229,5553J9888,590.0,67,0,0,0,0,1000,200,0,1,1
98239,5558J5153,590.0,102,0,0,0,0,1000,200,0,1,1
98260,3262J6805,590.0,80,0,0,0,0,1000,200,0,1,1
98293,7521J5706,700.0,108,0,0,1,0,1000,200,0,1,1
98304,3448J6397,700.0,71,0,0,0,0,1000,500,5,1,1
98335,7750J5484,590.0,109,0,0,0,0,1000,200,0,1,1
98379,4281J8639,590.0,50,0,0,0,0,1000,200,0,1,1
98460,5421J6251,590.0,101,0,0,0,0,1000,200,0,1,1
98470,7469J5891,700.0,102,0,0,0,0,1000,500,0,1,1
98482,7333J6591,700.0,101,0,0,0,0,1000,500,2,1,1
98497,2250J4110,590.0,45,0,0,0,0,1000,300,0,1,1
98529,3860J2235,590.0,48,0,0,0,0,1000,200,0,1,1
98538,3837J3257,590.0,57,0,0,0,0,250,250,2,1,1
98553,3261J6591,590.0,92,0,0,0,0,1000,300,1,1,1
98558,2373J3268,590.0,51,0,0,0,0,1000,300,0,1,1
98592,3867J3775,590.0,54,0,0,0,0,1000,200,0,1,1
98608,3938J9210,590.0,52,0,0,0,0,1000,200,0,1,1
98654,2433J4620,590.0,81,0,0,0,0,1000,200,1,1,1
98660,2434J4211,590.0,61,0,0,0,0,1000,300,0,1,1
98669,5369J7084,700.0,55,0,0,0,0,400,400,0,1,1
98711,3951J7948,590.0,88,0,0,0,0,1000,200,0,1,1
98720,4386J1883,590.0,46,0,0,0,0,1000,200,0,1,1
98727,3951J1803,590.0,74,0,0,0,0,1000,300,0,1,1
98774,3721J7147,590.0,90,0,0,0,0,250,250,0,1,1
98790,7736J6832,570.0,76,0,1,1,0,300,300,0,1,1
98811,3724J7966,590.0,82,0,0,0,0,250,250,0,1,1
98828,3840J8977,590.0,87,0,0,0,0,100,100,0,1,1
98836,3242J1573,590.0,69,0,0,0,0,1000,200,0,1,1
98858,3869J4844,700.0,76,1,0,0,0,1000,500,0,1,1
98868,7742J3622,590.0,50,0,0,0,0,1000,200,0,1,1
98873,2428J4336,690.0,50,0,1,0,0,250,250,0,1,1
98916,7461J6162,700.0,103,0,0,0,0,1000,500,0,1,1
98923,3831J6583,700.0,101,0,0,0,0,400,400,0,1,1
98927,3937J6586,590.0,45,0,0,0,0,1000,200,0,1,1
98934,2387J6614,590.0,79,0,0,0,0,1000,300,0,1,1
98949,3268J5683,700.0,97,0,0,0,0,1000,500,0,1,1
98979,3844J6254,590.0,96,0,0,0,0,250,250,2,1,1
98987,3554J5520,810.0,108,0,0,1,0,1000,500,0,1,1
99015,7742J1294,590.0,73,0,0,0,0,250,250,0,1,1
99034,2533J5139,700.0,45,0,0,0,0,1000,500,4,1,1
99055,5329J7597,590.0,76,0,0,0,0,1000,200,0,1,1
99056,3943J6586,520.0,80,0,0,0,0,1000,300,0,1,1
99071,3938J6000,700.0,89,0,0,0,0,1000,500,0,1,1
99080,3552J8494,590.0,63,0,0,0,0,1000,200,0,1,1
99081,3943J9157,590.0,45,0,0,0,0,1000,200,0,1,1
99083,5343J7723,900.0,62,0,0,0,0,500,500,0,1,1
99108,3222J9081,590.0,71,0,0,0,0,1000,300,0,1,1
99110,2551J8616,590.0,90,0,0,0,0,1000,300,0,1,1
99115,4371J5783,590.0,97,0,0,0,0,1000,200,0,1,1
99141,3242J6720,590.0,99,0,0,0,0,1000,200,0,1,1
99149,7521J7926,810.0,93,0,0,1,0,1000,500,0,1,1
99178,3624J6077,700.0,94,0,0,0,0,1000,500,0,1,1
99182,3860J8557,700.0,89,0,0,0,0,1000,500,4,1,1
99184,5567J5544,700.0,87,0,0,0,0,1000,500,0,1,1
99195,5324J6399,590.0,95,0,0,0,0,1000,200,3,1,1
99196,7333J5223,700.0,112,0,0,0,0,1000,500,0,1,1
99212,2427J2724,690.0,71,0,1,0,0,50,20,1,1,1
99228,7351J7339,700.0,92,0,0,0,0,400,400,0,1,1
99246,4232J0080,700.0,62,0,0,0,0,1000,500,0,1,1
99254,3851J8309,590.0,81,0,0,0,0,1000,200,0,1,1
99261,4231J2382,560.0,72,0,1,0,0,500,500,1,1,1
99289,3222J8480,590.0,75,0,0,0,0,1000,300,0,1,1
99305,3459J7012,590.0,67,0,0,0,0,150,50,7,1,1
99319,3247J8502,590.0,65,0,0,0,0,1000,200,0,1,1
99321,5324J7241,590.0,84,0,0,0,0,1000,200,0,1,1
99342,2457J6092,590.0,97,0,0,0,0,1000,200,0,1,1
99371,3951J1695,800.0,74,0,1,0,0,1000,500,0,1,1
99388,7736J7450,690.0,70,0,0,0,0,100,30,0,1,1
99395,5331J7103,700.0,93,0,0,0,0,1000,500,0,1,1
99426,2582J1186,590.0,68,0,0,0,0,250,250,0,1,1
99445,3724J8278,590.0,80,0,0,0,0,150,50,0,1,1
99449,3267J9806,590.0,38,0,0,0,0,1000,200,0,1,1
99453,3863J6519,590.0,95,0,0,0,0,250,250,0,1,1
99471,4271J8623,690.0,79,0,1,0,0,150,50,0,1,1
99480,4221J4038,590.0,84,0,0,0,0,250,250,1,1,1
99485,3823J9331,590.0,51,0,0,0,0,1000,200,0,1,1
99490,5323J0262,700.0,115,0,0,0,0,1000,500,1,1,1
99521,7544J7759,590.0,49,0,0,0,0,300,300,0,1,1
99544,4422J8793,590.0,58,0,0,0,0,300,300,0,1,1
99548,5322J5962,700.0,97,0,0,0,0,400,400,0,1,1
99557,3938J8437,590.0,60,0,0,0,0,1000,200,0,1,1
99569,3437J5344,700.0,100,0,0,1,0,1000,200,0,1,1
99601,3851J8608,590.0,78,0,0,0,0,1000,200,0,1,1
99634,3724J7686,590.0,86,0,0,0,0,250,250,0,1,1
99678,3554J0088,590.0,132,0,0,0,0,1000,200,0,1,1
99726,7351J0306,590.0,66,0,0,0,0,1000,200,0,1,1
99727,5327J5180,700.0,107,0,0,0,0,1000,500,0,1,1
99732,4463J8719,560.0,69,0,1,0,0,500,500,0,1,1
99733,3938J9138,590.0,52,0,1,0,0,500,500,0,1,1
99745,7438J5814,590.0,90,0,0,0,0,250,250,0,1,1
99746,3854J7172,590.0,71,0,0,0,0,1000,200,1,1,1
99762,3242J4538,590.0,74,0,0,0,0,1000,200,0,1,1
99770,3442J9909,590.0,84,0,0,0,0,1000,200,0,1,1
99805,7544J8019,690.0,46,0,1,1,1,1000,300,0,1,1
99824,3256J5460,590.0,97,0,0,0,0,1000,200,20,1,1
99832,4277J9700,590.0,57,0,0,0,0,250,250,0,1,1
99854,3951J6100,590.0,101,0,0,0,0,1000,200,0,1,1
99869,7641J8527,590.0,62,0,1,0,0,500,500,0,1,1
99877,3228J5546,590.0,93,0,0,0,0,1000,200,0,1,1
99907,3475J6130,700.0,93,0,0,0,0,1000,500,0,1,1
99918,3554J7990,590.0,74,0,0,0,0,250,250,0,1,1
99927,3840J9280,590.0,70,0,0,0,0,500,500,0,1,1
99933,3831J6787,900.0,99,0,0,0,0,500,500,0,1,1
99951,2457J3493,590.0,67,0,0,0,0,1000,300,1,1,1
99968,7577J6844,590.0,69,0,0,0,0,1000,200,0,1,1
99977,3475J8691,590.0,77,0,0,0,0,1000,200,0,1,1
99979,5329J0270,700.0,116,0,0,1,0,1000,200,0,1,1
100037,3723J5017,590.0,110,0,0,0,0,250,250,0,1,1
100068,3251J9209,590.0,60,0,0,0,0,250,250,4,1,1
100087,3222J5622,590.0,104,1,0,0,0,1000,300,3,1,1
100092,7638J0218,590.0,125,0,0,0,0,1000,300,0,1,1
100101,5653J5369,700.0,97,0,0,1,0,1000,200,0,1,1
100102,3251J8694,700.0,66,0,0,0,0,400,400,0,1,1
100109,3246J7823,700.0,73,0,0,0,0,1000,500,0,1,1
100124,7621J2966,590.0,48,0,0,0,0,1000,200,0,1,1
100131,7471J8048,590.0,86,0,0,0,0,1000,200,3,1,1
100145,4551J8247,690.0,79,0,1,0,0,250,250,0,1,1
100156,4277J6760,590.0,84,0,0,0,0,250,250,0,1,1
100194,3471J8348,590.0,87,0,0,0,0,1000,200,0,1,1
100200,5368J5729,700.0,88,0,0,0,0,400,400,5,1,1
100205,3828J6695,700.0,94,0,0,1,0,250,250,0,1,1
100218,4351J6679,700.0,86,0,0,0,0,1000,500,0,1,1
100228,5687J6903,590.0,64,0,0,0,0,150,50,0,1,1
100232,5541J8575,590.0,88,0,0,0,0,1000,200,0,1,1
100235,3738J5820,590.0,92,0,0,0,0,1000,200,3,1,1
100254,3855J5640,700.0,95,0,0,0,0,400,400,0,1,1
100267,3242J9706,590.0,84,0,0,0,0,1000,200,0,1,1
100275,3262J8261,590.0,58,0,0,0,0,1000,200,1,1,1
100283,3232J4990,590.0,53,0,0,0,0,1000,200,0,1,1
100295,5327J7776,590.0,81,0,0,0,0,1000,200,0,1,1
100307,5651J8421,700.0,62,0,0,1,0,1000,200,0,1,1
100317,5333J5050,590.0,110,1,0,0,0,1000,300,0,1,1
100326,4243J9248,590.0,60,0,0,0,0,1000,200,8,1,1
100359,5360J0109,1200.0,109,0,0,0,0,1000,1000,0,1,1
100364,4281J5466,700.0,101,0,0,0,0,400,400,0,1,1
100385,3951J6837,590.0,96,0,0,0,0,1000,200,0,1,1
100394,7365J5369,590.0,97,0,0,0,0,1000,200,0,1,1
100402,3267J5182,590.0,103,0,0,0,0,1000,200,0,1,1
100404,7548J5651,590.0,107,0,0,0,0,1000,300,0,1,1
100410,2457J3550,590.0,66,0,0,0,0,1000,300,0,1,1
100414,3222J8013,590.0,80,0,0,0,0,1000,300,0,1,1
100415,5327J7949,590.0,78,0,0,0,0,1000,200,0,1,1
100444,5377J7335,590.0,73,0,0,0,0,1000,200,0,1,1
100460,7351J0777,590.0,62,0,0,0,0,1000,200,0,1,1
100476,3851J1807,590.0,65,0,0,0,0,1000,200,1,1,1
100483,7638J6809,590.0,82,1,0,0,0,1000,300,0,1,1
100487,2531J9433,700.0,93,0,0,0,0,1000,500,0,1,1
100495,3723J5577,700.0,105,0,0,0,0,1000,500,0,1,1
